0.00384	644.754364367
0.00768	2817.39579212
0.01152	5225.65460543
0.01536	5596.50426855
0.0192	4134.66826869
0.02304	2375.45180264
0.02688	842.385910881
0.03072	-565.54678205
0.03456	-1779.90755676
0.0384	-2642.46930017
0.04224	-3119.24148784
0.04608	-3274.4138298
0.049921	-3178.53158965
0.053761	-2863.20968309
0.057601	-2377.63843058
0.061441	-1828.63279655
0.065281	-1300.04452719
0.069121	-820.641099027
0.072961	-416.764160938
0.076801	-97.3694659266
0.080641	155.86887431
0.084481	341.639212665
0.088321	447.788198901
0.092161	485.05492934
0.096001	481.451209896
0.099841	457.316955037
0.103681	403.840147383
0.107521	307.475219205
0.111361	187.967614025
0.115202	76.2708696747
0.119043	-10.2791865911
0.122884	-64.4625684804
0.126724	-95.1938316101
0.130564	-117.920538011
0.134405	-131.145276139
0.138246	-123.830974234
0.142086	-106.339227286
0.145926	-100.982323401
0.149766	-102.405030601
0.153606	-83.4681333959
0.157446	-46.6161248354
0.161286	-32.4087975886
0.165126	-46.6743248057
0.168966	-48.1395271684
0.172806	-26.5204154397
0.176646	-4.64338864883
0.180486	16.5951785128
0.184326	47.3613155814
0.188166	84.315304063
0.192006	118.895717585
0.195846	135.621838219
0.199686	128.563032694
0.203526	105.646027558
0.207366	66.6093761867
0.211206	25.9254856836
0.215046	11.7680610952
0.218886	15.1104166205
0.222726	2.53111658122
0.226566	-25.9288137703
0.230407	-48.846568414
0.234247	-67.2201501768
0.238087	-90.788148693
0.241927	-109.552230145
0.245767	-104.114464332
0.249608	-69.3656331387
0.253448	-24.8014009313
0.257288	0.531309523025
0.261128	1.82235655291
0.264968	-2.14372694995
0.268808	0.779747062587
0.272648	11.4253377881
0.276488	32.7291917831
0.280328	61.6362557266
0.284168	80.8716347142
0.288008	80.1761715962
0.291848	60.0349083399
0.295688	21.6149986459
0.299528	-22.3151188311
0.303368	-45.5487052028
0.307208	-29.4507349088
0.311048	5.99945223295
0.314888	16.2179281441
0.318728	-7.0485893454
0.322568	-36.038805745
0.326408	-48.7663580835
0.330248	-43.052634847
0.334088	-30.7432319158
0.337928	-11.1326767282
0.341768	25.2299352963
0.345608	71.9026849528
0.349448	115.249976587
0.353288	138.966110571
0.357128	126.356265589
0.360969	83.6099307117
0.364808	36.5499058262
0.368649	-9.7582541245
0.372489	-67.3454459612
0.376329	-115.151934937
0.380169	-121.43463423
0.384009	-105.524278944
0.387849	-744.020479405
0.391689	-2912.89375344
0.395529	-5306.92796691
0.399369	-5651.36614455
0.403209	-4153.81815835
0.407049	-2366.17147402
0.410889	-825.5822037
0.414729	578.555872601
0.418569	1796.10085146
0.422409	2667.17303048
0.426249	3140.84336551
0.430089	3278.79441556
0.433929	3168.87148605
0.437769	2858.63114235
0.441609	2389.14396807
0.445449	1848.89554775
0.449289	1328.68863381
0.453129	871.948731144
0.456969	481.082173039
0.460809	136.913808711
0.464649	-151.622831624
0.468489	-346.905517942
0.472329	-444.186301051
0.476169	-475.81352898
0.480009	-477.400260447
0.48385	-462.524089317
0.48769	-407.925793752
0.491529	-291.231684415
0.49537	-143.785581812
0.49921	-16.5246510391
0.50305	69.7117777046
0.50689	116.264755415
0.51073	134.415972953
0.51457	136.251251181
0.51841	125.437571863
0.52225	92.2959590849
0.52609	37.0946842315
0.52993	-1.62221540205
0.53377	10.2974110162
0.53761	38.6899258058
0.54145	39.1738063437
0.54529	45.0451456968
0.54913	79.5222437258
0.55297	88.8601036717
0.55681	49.7442704576
0.56065	7.30841927505
0.56449	-10.883892104
0.56833	-25.2279068955
0.57217	-65.8032087019
0.57601	-134.809895103
0.57985	-189.1988419
0.58369	-195.778911045
0.58753	-171.625740457
0.59137	-129.961264445
0.59521	-73.0761134165
0.59905	-24.0841694661
0.60289	6.18533039815
0.606731	35.481992132
0.610571	60.904605225
0.614411	60.9183945846
0.618252	59.631145997
0.622092	90.8209503074
0.625932	125.615925367
0.629773	127.752137943
0.841554	6970.69606078
0.845394	23236.011258
0.849234	25754.4325099
0.853074	4000.95142875
0.856914	-15609.9917835
0.860754	-18864.9898272
0.864594	-16615.1569769
0.868434	-15434.4365868
0.872274	-13271.5331004
0.876114	-9198.57058334
0.879954	-4888.77869398
0.883794	-1370.61462743
0.887635	1447.31417521
0.891475	3630.69221758
0.895315	5026.55354699
0.899155	5622.83438716
0.902995	5603.91288668
0.906835	5186.59564087
0.910675	4503.23233139
0.914515	3641.6022218
0.918355	2712.11044216
0.922195	1824.11056399
0.926036	1037.166225
0.929876	349.926827114
0.933716	-235.524424266
0.937556	-674.640276639
0.941396	-932.208258684
0.945236	-1018.28970828
0.949076	-980.480168021
0.952916	-876.58395425
0.956756	-738.812664975
0.960596	-561.710048559
0.964436	-346.605442187
0.968276	-148.28514513
0.972116	-11.2439975296
0.975956	94.4331493561
0.979796	186.545837426
0.983636	228.469218361
0.987476	217.757936438
0.991316	184.179531644
0.995156	138.042196809
