space,0,0.0
space,0.003824,654.627458523
space,0.007663,2863.40252542
space,0.011502,5312.53920756
space,0.015341,5684.9456684
space,0.01918,4189.88731336
space,0.023019,2392.17109677
space,0.026858,826.465068628
space,0.030697,-603.922643227
space,0.034604,-1831.28070518
space,0.038443,-2708.09324264
space,0.042282,-3207.66488627
space,0.046121,-3367.88112371
space,0.04996,-3239.81714674
space,0.053799,-2900.89674692
space,0.057638,-2422.4264116
space,0.061477,-1855.33973882
space,0.065316,-1270.81223445
space,0.069155,-740.949167948
space,0.072994,-301.294966457
space,0.076833,18.9787260842
space,0.080672,210.437348119
space,0.084511,317.500867083
space,0.08835,377.788838584
space,0.092189,389.948816203
space,0.096028,369.053190093
space,0.099867,339.641430312
space,0.103706,295.068994568
space,0.107545,233.838519564
space,0.111385,174.458115076
space,0.115223,115.555228638
space,0.119062,53.8980848391
space,0.122902,12.0195804641
space,0.126741,-6.98122277744
space,0.13058,-27.0973862399
space,0.134419,-48.2068328577
space,0.138258,-61.9550382507
space,0.142097,-75.7129566045
space,0.145936,-78.7123079647
space,0.149775,-61.4795433804
space,0.153614,-52.2786808394
space,0.157453,-64.1663146104
space,0.161292,-64.113585327
space,0.165131,-39.349145743
space,0.16897,-19.0149604915
space,0.172809,-1.91224831901
space,0.176648,31.7758989204
space,0.180487,53.0208702034
space,0.184326,44.0028377731
space,0.188165,32.8706610898
space,0.192004,26.4580163987
space,0.195843,12.5681331632
space,0.199682,0.220459426157
space,0.203521,-2.00291108572
space,0.20736,-6.85871981094
space,0.211199,-20.4915356852
space,0.215038,-40.745357453
space,0.218877,-69.4007991578
space,0.222716,-84.3500511211
space,0.226555,-62.6175281305
space,0.230394,-27.0800763112
space,0.234234,7.39880405375
space,0.238072,54.8322623083
space,0.241911,97.2654606806
space,0.245751,107.436026597
space,0.24959,96.5774118419
space,0.253429,89.4258859871
space,0.257268,87.3691124453
space,0.261107,76.8194426568
space,0.264946,55.7499610518
space,0.268785,26.7301481625
space,0.272624,-1.34723497787
space,0.276463,-9.70266947972
space,0.280302,-5.42974269625
space,0.284141,-14.1269326097
space,0.28798,-35.5387214975
space,0.291819,-52.181911766
space,0.295658,-49.1132258534
space,0.299497,-24.7451291739
space,0.303336,-13.2541931212
space,0.307175,-41.4273775516
space,0.311014,-71.7281693203
space,0.314853,-61.5019690265
space,0.318692,-27.3521520237
space,0.322531,-0.644074151384
space,0.32637,17.7483582139
space,0.330209,28.5843757073
space,0.334048,15.1976434595
space,0.337887,-20.8284704788
space,0.341726,-50.4829091278
space,0.345565,-59.3823534529
space,0.349404,-54.7903264812
space,0.353243,-37.9714849661
space,0.357082,-8.93883196894
space,0.360921,24.2415089169
